# Amusing_Name,redshift_amusing,def_name,SN_name,SN_type,pgc,hl_names(pgc),objtype,al1950,de1950,celposb(pgc),al2000,de2000,celposj(pgc),l2,b2,sgl,sgb,f_astrom,type,bar,ring,multiple,compactness,t,e_t,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,ut,e_ut,bt,e_bt,vt,e_vt,it,e_it,kt,e_kt,ube,bve,vmaxg,e_vmaxg,vmaxs,e_vmaxs,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,e_modz,mod0,e_mod0,modbest,e_modbest,mabs,e_mabs,Pointings,RA_pointing,DEC_pointing,Source,RA_DSS,DEC_DSS,offset_RA,offset_DEC,,SNX,SNY,GALX,GALY,,RA_SN,DEC_SN,RA_GAL,DEC_GAL,SN_name
NGC1316,0.005871,NGC1316,SN2006dd/SN2006mr,Ia,12651,PGC012651/NGC1316/MRC0320-373/MCG-06-08-005/LGG094:[G93]002/IRAS03208-3723/IRAS03207-3723/FCC021/ESOLV3570220/ESO357-022/DUKST357-001/ARP154/2MASXJ03224178-3712295,G,3.3465232,-37.3856853,B032047.5-372308,3.3783304,-37.208308,J032242.0-371230,240.1628647,-56.68911,261.0446863,-38.6300784,0,S0,B,,,,-1.8,0.7,2129,22,242,45,49.65,,,9799,296,9409,296,8519,95,,,5597,52,0.47,0.93,,,144.26,19.62,223.69,3.32,246,0.0030,,,11762,,,1788.3,10.2,1788.3,10.2,91,0.0,67.84,0.04,2.13,9292,356,828,23767,,,,,1661.3,1669.5,1516.3,1681.4,31754,716,31554,28,31554,28,-22262,298,2.0,3:22:40.48/3:22:43.25,-37:11:49.84/-37:13:08.54,arx,03:22:41.99,-37:12:29.91,-5.5416/12.7584,16.9088/1.4088,,,,,,,03:22:41.62,-37:12:13.0,,,SN2006dd/SN2006mr
NGC5338,0.002722,NGC5338,SN2006E,Ia,49353,UGC08800/SDSSJ135326.55+051228.0/SDSSJ135326.55+051227.9/SDSSJ135326.54+051227.9/PGC049353/NGC5338/MCG+01-35-048/LGG362:[G93]007/CGCG045-132/AGC008800/2MASXJ13532652+0512280,G,13.848808,5.4534506,B135055.7+052712,13.8907068,5.2077554,J135326.5+051228,339.6527088,63.5679997,115.2981836,15.4461758,0,S0,B,,,,-2.0,0.5,1288,39,361,27,98.06,22548,1348,15258,335,14113,307,,,12606,267,10564,238,,,80.71,4.86,,,,,,,17553,212,,821.8,4.7,806.1,2.1,808.7,4.4,117,0.0,90.0,0.83,1287,13984,,,24242,80.71,,16727,2743,733.4,782.9,927.9,1083.0,30694,1169,30517,0.3,30528,291,-16544,423,2.0,13:53:28.58/13:53:24.72,+05:12:21.8/+05:12:23.8,P97,13:53:26.54,05:12:27.92,36.8328,-4.91944,,,,,,,13:53:29,5:12:23,,,SN2006E
NGC809,0.018072,NGC809,SN2006ef,Ia,7889,SDSSJ020418.97-084407.1/SDSSJ020418.97-084407.0/PGC007889/NGC0809/MCG-02-06-023/6dFJ0204190-084407/2MASXJ02041900-0844072,G,2.0307116,-8.9745303,B020150.6-085828,2.0719415,-8.7352943,J020419.0-084407,169.4637669,-64.7980718,292.4185807,-18.9330715,0,S0,,R,,,-1.7,0.7,1047,42,0.11,23,173.47,20915,368,15856,99,14586,327,,,12645,322,10596,46,,,,,,,157.59,12.7,,,,,,,,5340.0,1.5,5340.0,1.5,104,0.0,45.19,0.02,1053,14402,,,23557,,,,,5391.3,5347.9,5199.2,5082.0,34387,209,34722,38,34722,38,-20.32,0.33,1.0,02:04:19,-8:44:07,P95,02:04:18.99,-08:44:07.06,15.1590,25.05948,,130,290,168,164,,02:04:20,-8:43:42,,,SN2006ef
NGC191A,0.020417,NGC191A,SN2006ej,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,00:38:57,-9:02:14,P95,00:39:00,-9:00:57,0.0,0.0,,200,152,165,172,,00:38:59.770,-9:00:56.60,00:39:0.236,-9:00:52.38,SN2006ej
anon7,0.049534,SN2006eq,SN2006eq,Ia,5070573,SN2006EQ,sn,21.4345079,1.0091518,B212604.2+010033,21477,1.2280556,J212837.2+011341,54.6251041,-33.6242931,279.3121332,49.4679734,0,,,,,,,,,,,,,,,19339,142,18652,358,18328,13,18653,0.1,,,,,,,,,,,,,,,,,,,,,,208,,,,,18444,,,,,,,,,,,,,,,,,,,,1.0,21:28:37,01:13:41,P95,21:28:037.2,01:13:041.0,-3.0000000002,-0.000159999999649,,153,163,120,202,,21:28:37,01:13:41,,,SN2006eq
NGC232,0.022258,NGC0232,SN2006et,Ia,2559,VV830/PGC002559/NGC0232/MCG-04-02-040/IRAS00402-2350/ESOLV4740150/ESO474-015/DUKST474-003/6dFJ0042458-233341/2MASXJ00424586-2333418/2MASXJ00424581-2333406,G,0.6714618,-23.8351896,B004017.3-235007,0.7127052,-23.5612956,J004245.7-233341,93.6702733,-85.9302515,272.9466305,-3.5011997,0,SBa,B,R,,,1.1,0.5,992,41,144,26,17.18,20854,316,,,14455,177,,,,,9946,71,,,135.52,10.7,,,,,,,16.85,266,10608,6675.0,10.9,6768.0,32.9,6684.2,21.0,83,137,47.43,0.02,994,14151,,,22989,184.0,14.73,16829,2677,6728.6,6693.6,6525.4,6391.5,34895,166,34.6,0.03,34.6,0.03,-20449,0.18,1.0,00:42:46,-23:33:42,P95,00:42:45.74,-23:33:40.66,3.9192,10.66416,,160,214,163,170,,00:42:45.820,-23:33:30.40,00:42:45.814,-23:33:40.69,SN2006et
anon8,0.080055,GALEXASCJ014710.29-000848.3,SN2006fw,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:47:10,-0:08:47,P95,01:47:10,-0:08:49,0.0,0.0,,141,160,140,161,,01:47:10,-0:08:49,,,SN2006fw
anon9,0.044771,2MASXJ00561810-0137327,SN2006gt,Ia,1114283,SDSSJ005618.08-013732.9/SDSSJ005618.07-013732.9/PGC1114283/NFPJ005618.1-013733/2MASXJ00561810-0137327,G,0.8957801,-1.8962458,B005344.8-015346,0.9383555,-1.6258145,J005618.1-013733,125.7529222,-64.4709321,294.9720924,-0.749274,0,,,,,,,,0.57,87,0.19,28,168.63,23498,582,18.96,63,17307,0.5,,,15957,101,13616,95,,,,,,,107.83,13.98,,,,,,,,13424.8,5.5,13424.8,5.5,161,,50.91,0.03,,17012,,,23897,,,,,13558.9,13497.3,13354.9,13096.5,36464,81,36492,22,36.49,21,-19478,0.5,1.0,00:56:18,-1:37:31,P95,00:56:18.08,-01:37:32.93,-16.1970,-13.0678,,219,93,159,160,,00:56:17,-1:37:46,,,SN2006gt
anon10,0.050034,2MASXJ01135716+0022171,SN2006hx,Ia,73820,SDSSJ011357.18+002217.1/SDSSJ011357.18+002217.0/SDSSJ011357.17+002217.1/PGC073820/DRCG06-085/2MASXJ01135716+0022171,G,1.1898123,0.1068868,B011123.3+000625,1.232547,0.3714212,J011357.2+002217,134.9797051,-61.9725294,298.0933425,-4.4559525,0,S0,,R,,,-2.5,1.4,566,86,228,28,87.72,20961,253,18016,143,16774,0.36,,,15217,262,12786,68,,,,,,,,,,,,,,,,13607.5,3.6,13607.5,3.6,0.13,0.0,68.94,0.05,572,16.44,,,23317,,,,,13737.0,13675.4,13536.6,13291.0,36499,0.08,,,36499,0.08,-20059,369,1.0,01:13:57,00:22:19,P95,01:13:57.17,00:22:17.12,-2.5380,0.88368,,140,161,151,156,,1:13:57.310,00:22:18.00,1:13:57.167,00:22:17.13,SN2006hx
anon11,NULL,APMUKS(BJ)B051529.79-235009.8,SN2006is,Ia,5069157,APMUKS(BJ)B051529.79-235009.8,G,5.258279,-23.8360652,B051529.8-235010,5.2929408,-23.7835614,J051734.6-234701,225.865576,-30.5427768,273.1542033,-65.7360503,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,,,,,,,,,,,,35.65,0.04,35.65,0.04,,,1.0,05:17:34,-23:46:54,P95,05:17:34.59,-23:47:00.82,-8.80320000003,6.82104,,,,,,,05:17:34,-23:46:54,,,SN2006is
anon12,0.053036,2MASXJ09151727-2536001,SN2006lu,Ia,5068419,2MASXJ09151727-2536001,G,9.2179512,-25.3913494,B091304.6-252329,9.2547972,-25.6000278,J091517.3-253600,253.5502776,15.921477,139.0895856,-55.8470804,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15889.0,60.0,15889.0,60.0,0.5,,,,,,,,,,,,,15597.1,15674.5,15698.6,16197.8,36827,0.07,,,36827,0.07,,,1.0,09:15:17,-25:36:00,P95,09:15:17.27,-25:36:000.1,10.9512000001,0.100079999993,,116,153,146,155,,9:15:17.630,-25:36:0.30,9:15:17.190,-25:35:59.80,SN2006lu
NGC4651,0.002628,NGC4651,SN2006my,II,42833,VV056/UGC07901/SDSSJ124342.64+162335.9/PGC042833/NGC4651/MCG+03-33-001/LGG289:[G93]096/KIG0549/IRAS12412+1640/IRAS12412+1639/HIPASSJ1243+16/EVCC1102/CGCG100-004/ARP189/AGC007901/2MASXJ12434262+1623362,G,12.6868203,16.6671138,B124112.6+164002,12.7285167,16.3935072,J124342.7+162337,293.0697252,79.1169768,99.9133563,1.7694048,0,Sc,,,M,,5.1,0.6,1588,22,176,24,77.33,20921,303,12.26,37,11.37,63,10791,48,9769,175,8041,21,135,755,168.66,2.47,,,100.56,8.67,,,13266,112,11089,799.8,2.4,799.4,10.0,799.8,1.6,116,304,49.55,0.02,1592,10946,,505,22711,221.64,3.41,13244,2298,722.2,767.0,929.3,1111.6,30694,1168,31826,0.18,31826,0.18,-20.88,0.19,4.0,12:43:40/12:43:40/12:43:44/12:43:44,16:23:11/16:24:08/16:23:11/16:24:08,HK,12:43:42.66,16:23:36.63,-24.9018000001,-22.62592,,389,181,254,291,,12:43:40.740,16:23:14.10,12:43:42.627,16:23:36.23,SN2006my
UGC1333,0.059201,UGC1333,SN2006ob,Ia,6888,UGC01333/SDSSJ015148.51+001549.8/SDSSJ015148.51+001549.7/SDSSJ015148.50+001549.8/SDSSJ015148.50+001549.7/PGC006888/MCG+00-05-041/CGCG386-046/2MASXJ01514849+0015499,G,1.8207462,0.0171727,B014914.7+000102,1.8634769,0.2638334,J015148.5+001550,153.301314,-59.0014055,300.6296866,-13.5836458,0,Sb,,,M,,2.9,0.7,962,52,133,25,99.67,22221,672,17406,303,15549,266,,,13617,385,11413,0.1,,,,,,,,,,,,,,,,17736.8,3.8,17736.8,3.8,143,195,44.49,0.02,0.97,15077,,,23876,,,,,17836.1,17780.3,17644.2,17455.4,37089,61,37.08,94,37086,51,-22009,271,1.0,01:51:48,00:15:50,P95,01:51:48.52,00:15:049.8,-7.75259999999,-1.80024,,,,,,,01:51:48,00:15:48,,,SN2006ob
UGC2384,0.032842,UGC02384,SN2006os,Ia,10998,UGC02384/PGC010998/MCG+03-08-028/CGCG463-031/2MASXJ02550056+1600445,G,2.8704787,15.8101088,B025213.7+154836,2.9168222,16.0123611,J025500.6+160044,161.3790276,-37.4675804,321.8720566,-22.8264632,0,Sb,,,,,3.4,1.6,964,48,443,28,130.6,,,,,15055,319,,,13.0,0.1,10716,71,,,,,,,,,,,,,,9836.0,10.3,9836.3,10.1,9836.2,4.8,634,0.65,74.19,0.06,1006,13697,,,22875,,,,,9941.8,9883.9,9793.3,9625.7,35779,111,35675,46,35.69,43,-21993,322,1.0,02:55:01,16:00:45,P95,02:55:00.56,16:00:044.5,6.60119999999,-9.49996,,130,116,162,165,,2:55:1.010,16:00:34.80,2:55:0.576,16:00:44.73,SN2006os
E544-G31,0.05299,ESO544-G031,SN2006ot,Ia,8610,PGC008610/NPM1G-20.0085/ESOLV5440310/ESO544-031/6dFJ0215046-204604/2MIG0262/2MASXJ02150461-2046037,G,2.2124772,-20.9999927,B021244.9-210000,2.2512796,-20.7677367,J021504.6-204604,199.0123703,-69.8912154,280.283639,-23.8334521,0,Sa,,,,,1.4,1.3,981,0.04,306,27,6.24,21973,0.34,,,15402,217,,,13115,79,10926,133,,,,,,,,,,,,,,,,15900.0,34.7,15900.0,34.7,76,306,66.31,0.04,976,14821,,,23681,,,,,15890.8,15864.5,15704.0,15676.6,36827,69,35.94,0.18,36713,443,-21891,494,1.0,02:15:05,-20:46:02,P95,02:15:04.61,-20:46:03.85,5.90160000001,5.85212,,155,191,171,163,,2:15:4.840,-20:45:58.20,2:15:4.586,-20:46:3.75,SN2006ot
anon13,0.060041,SN2006py,SN2006py,Ia,5070810,SN2006PY,sn,22.6522559,-0.3987423,B223908.1-002355,22695,-0.1369444,J224142.0-000813,68.4433004,-48.7849648,286.2019073,31.889115,0,,,,,,,,,,,,,,,18594,52,18225,364,18019,13,18556,0.1,,,,,,,,,,,,,,,,,,,,,,0.26,,,,,17965,,,,,,,,,,,,,,,,,,,,1.0,22:41:42,-0:08:13,P95,22:41:42.0,-00:08:12.99,0.0,0.0,,170,161,170,164,,22:41:42,-0:08:13,,,SN2006py
NGC5584,0.005464,NGC5584,SN2007af,Ia,51344,[FN2007]1771/UGC09201/SDSSJ142223.77-002315.5/SDSSJ142223.76-002315.7/SDSSJ142223.76-002315.5/SDSSJ142223.75-002315.7/PGC051344/NIBLES2117/NGC5584/MCG+00-37-001/KIG0626/IRAS14198-0009/HIPEQJ1422-00/HIPASSJ1422-00/GAMAJ142223.76-002315.6/GAMA063349/CGCG019-008/2MIG1973/2MASXJ14222381-0023148,G,14.3305052,-0.1603571,B141949.8-000937,14.3732703,-0.3876275,J142223.8-002315,345.1141861,54.8559094,123.0419439,20.8766843,0,SABc,B,,,,5.9,0.3,1496,21,126,23,153.84,,,14394,251,12774,665,,,11921,0.59,11998,318,,,84.08,1.84,,,,,,,14035,97,12117,1638.0,2.7,1654.9,1.6,1650.3,5.4,0.17,223,42.41,0.02,1507,12374,,,23747,124.69,2.88,14013,1639,1576.6,1626.8,1757.6,1897.8,32067,617,32252,34,32252,34,-19878,666,1.0,14:22:21.03,-00:23:35.6,P97,14:22:23.77,-00:23:15.46,-41.5962,-22.5390,,,,,,,14:22:21,-0:23:38,,,SN2007af
anon14,0.012078,2MASXJ09591870-1928233,SN2007al,Ia,3749746,HCG042:[ZM98]0028/HCG042:[CMI2006]F02-4007/6dFJ0959187-192823/2MASXJ09591870-1928233,G,9.9491282,-19.2330248,B095656.9-191359,9.9885295,-19.4730036,J095918.7-192823,256.4509243,27.4737208,128.409445,-46.0442987,0,,,,,,,,,,,,5.0,,,,,16.35,0.5,14.17,71,,,12346,77,,,,,,,,,,,,,,,,3637.7,15.1,3637.7,15.1,182,,,,,16132,,,,,,,,3359.4,3438.9,3496.0,3981.8,33.54,0.31,34.18,98,34122,0.32,-17.99,594,1.0,09:59:19,-19:28:24,P95,09:59:18.71,-19:28:22.81,-10.5930000001,-3.18704,,199,144,182,156,,9:59:18.48,-19:28:25.80,9:59:18.710,-19:28:23.30,SN2007al
UGC9798,0.037692,UGC09798,SN2007ba,Ia,54516,UGC09798/PGC054516/CGCG049-087/2MASXJ15164182+0723492,G,15.2374058,7.5801173,B151414.7+073448,15.2782833,7397,J151641.8+072349,9.891204,50.3420494,118.6950585,36.0247225,0,S0-a,,,,,-0.1,0.4,1066,45,319,34,166.26,,,,,15337,321,,,,,10696,95,,,,,,,,,,,,,,,,11300.0,70.2,11300.0,70.2,0.16,112,71.08,0.05,1066,14896,,,24.23,,,,,11307.2,11336.5,11465.5,11469.3,36.13,96,35807,94,35966,161,-21.07,359,1.0,15:16:42,07:23:49,P95,15:16:41.82,07:23:049.2,17.7018,-1.2,,160,163,159,164,,15:16:41.814,7:23:48.92,15:16:41.821,7:23:49.21,SN2007ba
UGC6332,0.020831,UGC06332,SN2007bc,Ia,34630,UGC06332/SDSSJ111916.62+204848.8/SDSSJ111916.61+204848.8/SDSSJ111916.61+204848.7/PGC034630/MCG+04-27-019/CGCG126-030/AGC006332/2MASXJ11191665+2048488,G,11.2772796,21.0872595,B111638.2+210514,11.3212846,20.8135641,J111916.6+204849,224.6662952,68.0594248,88.9514887,-15.595982,0,Sa,B,R,,,1.0,0.4,1064,84,76,49,152.31,21604,558,15688,171,14332,318,,,12637,69,10209,0.12,,,127.31,13.57,,,,,,,16971,0.42,,6245.0,8.5,6221.3,1.8,6222.2,3.5,94,73,35.17,0.02,1069,14087,,,23302,221.03,24.6,16.95,2863,6123.5,6165.4,6318.8,6549.7,34825,172,34.82,0.02,34.82,0.02,-20733,319,1.0,11:19:17,20:48:48,P95,11:19:16.62,20:48:48.83,-24.3684,-15.83076,,157,156,191,159,,11:19:16.627,20:48:48.70,11:19:16.652,20:48:48.87,SN2007bc
E508-G75,0.033246,E508-G75,SN2007cg,Ia,46959,PGC046959/IRAS13228-2423/ESOLV5080750/ESO508-075/AGC029613/6dFJ1325334-243909/2MASXJ13253335-2439085,G,13.3801854,-24.3924876,B132248.7-242333,13.4259386,-24.652353,J132533.4-243908,312.7239673,37.5698556,142.1864878,0.1895686,0,Sc,,,,,5.0,2.0,896,66,539,55,172.82,20763,0.49,,,15998,198,,,15.73,1175,11722,85,,,166.0,2.7,,,,,,,,,13538,,,9939.0,32.2,9939.0,32.2,354,891,77.8,0.08,907,14697,,,23216,169.84,2.79,,,9733.4,9813.0,9896.8,10236.0,35807,0.11,35.44,0.05,35503,184,-20806,0.27,1.0,13:25:34,-24:39:06,P95,13:25:33.38,-24:39:08.47,9.31559999991,0.470800000009,,194,155,209,152,,13:25:33.580,-24:39:8.10,13:25:33.358,-24:39:8.57,SN2007cg
UGC12859,0.016870,UGC12859,SN2007fb,Ia,72995,UGC12859/PGC072995/MCG+01-01-001/CGCG408-002/2MFGC17981/2MASXJ23565154+0530303,G,23.9049727,5.2300014,B235417.9+051348,23.9476517,5.5083549,J235651.5+053030,98.8957012,-54.7961327,297.9217302,15.458577,0,Sbc,,,,,4.0,0.3,1135,45,435,27,98.0,,,,,15424,323,,,,,10974,61,,,161.89,5.26,,,,,,,16157,168,,5404.7,5.4,5402.0,60.0,5404.7,3.9,0.24,0.68,72.83,0.06,1.14,14469,,,24071,169.44,5.53,16.1,1631,5603.5,5530.3,5407.1,5041.9,34472,201,,,34472,201,-20002,0.38,1.0,23:56:52.44,+05:30:32.8,P97,23:56:51.55,05:30:30.08,6.8081999998,1.92236,,,,,,,23:56:52,5:30:32,,,SN2007fb
ESO601-G05,0.017192,ESO601-G05,SN2007fs,Ia,67855,PGC191133/PGC067855/MCG-04-52-004/ESOLV6010050/ESO601-005/AGC034954/6dFJ2201380-213040/2MFGC16607/2MASXJ22013796-2130402,G,21.980829,-21.7525035,B215851.0-214509,22.0272183,-21.5112162,J220138.0-213040,31.7157398,-51.0906313,258.5929527,31.0281122,0,Sbc,,,,,3.5,1.5,1.22,27,731,24,65.29,21825,702,,,15087,198,,,13097,63,11021,86,,0.92,145.07,2.31,,,,,,,15.48,92,,5189.7,7.1,5191.3,27.8,5189.8,4.8,146,1023,90.0,0.83,1204,13885,,,23756,145.07,,14654,769,5302.0,5265.7,5137.4,4880.0,34.37,211,,,34.37,211,-20485,289,2.0,22:01:40.14/22:01:36.00,-21:30:38.0/-21:30:40.0,P97,22:01:37.99,-21:30:40.38,30.2118000001,10.37832,,,,,,,22:01:40,-21:30:30,,,SN2007fs
ESO298-G28,0.016895,ESO298-G28,SN2007gj,?,8871,PGC200044/PGC008871/MCG-06-06-002/HIPASSJ0219-37/ESOLV2980280/ESO298-028/DUKST298-001/6dFJ0219376-374908/2MIG0273/2MASXJ02193761-3749074,G,2.2926304,-38.0478432,B021733.5-380252,2.3271139,-37.81875,J021937.6-374908,248.4747905,-68.627762,261.5955632,-26.1310798,0,Sbc,,,,,3.8,0.8,1373,27,319,23,20.28,22436,0.31,,,13641,183,,,11705,79,10115,75,,,206.27,6.75,,,,,,,14439,86,,5069.2,5.9,5056.7,19.6,5068.1,4.6,106,498,64.43,0.04,1.37,13004,,,23685,228.67,7.54,14.4,1397,4984.1,4981.8,4814.8,4897.5,34226,225,,,34226,225,-21223,0.29,3.0,02:19:38.22/02:19:37.60/02:19:36.48,-37:48:49.0/-37:49:08.0/-37:49:29.0,P97,02:19:37.61,-37:49:007.5,-54.1506,23.5,,,,,,,2:19:34,-37:48:44,,,SN2007gj
NGC7461,0.014249,NGC7461,SN2007hj,Ia,70290,UGC12314/PGC070290/NGC7461/MCG+02-58-056/CGCG430-051/2MASXJ23014831+1534566,G,22.9886873,15.3133078,B225919.3+151848,23.0300861,15.5823889,J230148.3+153457,87.7500319,-39.6844158,305.4907164,30.8223046,0,S0,B,,,,-1.9,0.5,971,49,52,29,166.0,,,,,14482,199,,,,,10113,63,,,,,,,160.88,3.76,,,,,,,,4236.5,19.4,4236.5,19.4,383,0.0,31.55,0.02,1012,14036,,,23087,,,,,4492.1,4410.7,4322.3,3871.0,33993,251,33804,45,33804,45,-19768,204,1.0,23:01:48,15:35:01,P95,23:01:48.31,15:34:056.6,-4.64939999993,14.39996,,194,228,164,155,,23:01:48,15:35:11,,,SN2007hj
anon15,0.080055,SN2007hx,SN2007hx,Ia,5070985,SN2007HX,sn,2.06499,-1.1373558,B020354.0-010814,2.1075278,-0.8994444,J020627.1-005358,160.5099504,-58.1891955,300.5318665,-17.4235286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,,,,,,,,,,,,,,,,1.0,02:06:27,-0:53:58,P95,02:06:027.1,00:53:058.0,-1.50120000002,6475.99984,,,,,,,02:06:27,-0:53:58,,,SN2007hx
NGC7721,0.006721,NGC7721,SN2007le,Ia,72001,PGC1031813/PGC072001/NGC7721/MCG-01-60-017/LGG481:[G93]001/IRAS23362-0647/HIPASSJ2338-06/AGC630233/2MASXJ23384864-0631043,G,23.6038876,-6.7950769,B233614.0-064742,23.6468129,-6.5179905,J233848.5-063105,79.7098484,-63.1212992,284.5981306,16.3477971,1,Sc,,,,,4.9,0.5,1489,27,0.6,28,16.2,22134,388,12094,77,12244,77,11667,82,10629,64,8725,94,-95,705,139.97,1.83,,,,,,,13491,97,11437,2014.9,2.8,2013.5,6.4,2014.7,1.9,145,978,81.44,0.11,1478,11.11,-264,461,22.33,141.55,1.86,13.38,2.27,2173.1,2112.4,1971.6,1657.3,32298,0.55,32514,38,32514,38,-21404,86,1.0,23:38:48.41,-06:31:21.3,P97,23:38:48.53,-06:31:04.77,-7.89660000012,-16.2342,,,,,,,23:38:48,-6:31:21,,,SN2007le
anon16,0.070048,GALEXMSCJ010545.98-004530.2,SN2007mm,Ia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,01:05:45,-0:44:00,P95,01:05:47,-0:45:32,0.0,0.0,,,,,,,01:05:47,-0:45:32,,,SN2007mm
anon17,0.060041,2MASXJ01372378-0018422,SN2007ol,Ia,1146479,SDSSJ013723.79-001842.2/SDSSJ013723.78-001842.2/SDSSJ013723.78-001842.1/SDSSJ013723.77-001842.2/PGC1146479/2MASXJ01372378-0018422,G,1.5806177,-0.5659987,B013450.2-003358,1.6232697,-0.3117113,J013723.8-001842,147.1906919,-61.0002025,299.0450173,-10.2805426,0,E,,,,,-5.0,1.5,0.44,105,0.06,28,49.45,20.84,0.32,18801,23,17324,354,,,15725,294,13636,0.09,,,,,,,,,,,,,,,,16798.0,4.0,16798.0,4.0,103,0.0,42.34,0.02,454,16968,,,23392,,,,,16906.7,16849.2,16710.5,16502.8,36964,65,,,36964,65,-19996,0.36,1.0,01:37:23,-0:18:43,P95,01:37:23.77,-00:18:42.16,3.4362,-0.84068,,103,167,102,166,,1:37:23.780,-0:18:42.10,1:37:23.785,-0:18:42.22,SN2007ol
UGC7798,0.006716,UGC7798,SN2007rw,II,42195,UGC07798/SDSSJ123803.34-021549.5/SDSSJ123803.24-021551.4/SDSSJ123803.22-021551.9/PGC042195/MCG+00-32-026/KIG0540/EVCC0974/CGCG014-081/6dFJ1238033-021550/2MASXJ12380332-0215494/2DFGRSN185Z217,G,12.591425,-1.9891811,B123529.1-015921,12.6342461,-2.2640067,J123803.3-021550,296.1450454,60.4312605,117.4865978,-4.6931765,0,I,B,,M,,9.5,1.6,986,44,182,26,57.23,21465,389,15411,45,14338,43,,,13536,324,11768,155,,,82.16,7.51,,,,,,,16056,0.28,,2568.0,9.4,2591.2,1.1,2590.9,2.1,144,338,56.04,0.03,992,13855,,,22631,99.06,9.14,16026,2171,2428.7,2496.1,2630.7,2933.9,32907,412,,,32907,412,-19052,415,1.0,12:38:03.23,-02:15:51.0,P97,12:38:03.29,-02:15:50.42,10.7106,10.42412,,,,,,,12:38:04,-2:15:40,,,SN2007rw
NGC1590,0.013756,NGC1590,SN2007rz,Ic,15368,UGC03071/PGC015368/NGC1590/MCG+01-12-008/LGG120:[G93]015/KUG0428+075/IRAS04284+0731/CGCG419-014/2ZW013/2MIG0574/2MASXJ04311020+0737513,G,4.4745136,7.5241731,B042828.2+073127,4.5195,7.6309167,J043110.2+073751,187.957696,-26.5032239,327.1101836,-47.419384,0,Sc,,,,,5.0,2.0,953,93,51,48,110.0,,,14568,44,14488,44,13688,44,,,10264,21,0.11,0.72,133.64,9.02,,,,,,,15695,198,12038,3927.0,5.5,3897.0,6.0,3913.3,10.9,872,88,27.86,0.02,1033,13506,-87,567,22895,285.97,21.41,15673,2167,3898.8,3873.5,3801.4,3843.6,33709,285,,,33709,285,-20203,289,1.0,04:31:10.13,+07:37:50.0,P97,04:31:010.2,07:37:051.3,11.9999999999,0.699879999999,,,,,,,4:31:11,7:37:52,,,SN2007rz
UGC5378,0.013959,UGC5378,SN2007S,Ia,28949,UGC05378/SDSSJ100031.99+042425.4/SDSSJ100031.98+042425.4/PGC1267806/PGC028949/NIBLES0974/MCG+01-26-008/IRAS09579+0438/CGCG036-016/AGC005378/2MASXJ10003193+0424254,G,9.9654371,4.6477204,B095755.6+043852,10.0088832,4.4070964,J100032.0+042426,234.3668251,43.3848398,96.6258327,-39.8922623,0,Sb,,,,,3.1,0.5,987,51,308,25,104.28,,,15729,0.01,14316,375,,,13626,72,11371,74,,,116.39,3.09,,,,,,,16168,266,13673,4160.2,4.0,4190.2,38.1,4160.5,3.4,121,449,64.14,0.04,986,13716,,,22479,129.34,3.48,16.13,2414,3966.4,4024.5,4129.2,4506.0,33888,263,33762,42,33762,42,-20046,378,1.0,10:00:31,04:24:26,P95,10:00:31.98,04:24:25.55,-14.6927999999,0.452960000001,,148,167,90,163,,10:00:31,04:24:26,,,SN2007S
NGC1109,0.02983,NGC1109,SN2007so,Ia,10660,UGC02293/PGC010660/NGC1112/NGC1109/MCG+02-08-011/IRAS02462+1301/IC1852/CGCG440-015/2MASXJ02490037+1313257,G,2.7711719,13.0166267,B024616.2+130100,2.8167694,13.2238056,J024900.4+131326,161.9153783,-40.5838263,318.4680772,-22.6552371,0,Sc,B,,,,5.1,0.9,995,47,146,28,10.6,,,,,14849,0.32,,,,,10744,104,,,135.41,5.99,,,,,,,,,12951,8456.0,8.1,8381.6,10.6,8428.5,25.8,544,251,45.55,0.02,1041,14008,,,23286,189.69,8.62,,,8529.0,8472.1,8373.6,8209.9,35434,0.13,,,35434,0.13,-21426,345,1.0,02:47:44,13:15:19,P95,02:49:00.37,13:13:025.7,-1160.5476,109.29984,,,,,,,02:47:43,13:15:15,,,SN2007so
